,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,fraud
10,11,-2.1791122,-1.2719394,3.9078312,-1.2510272,5.658399,-1.356485,0.6295777,-2.8507748,1.6406814,0.783489,2.0320113,-1.5645466,0.28072602,-0.62296027,0.21891053,0.19692609,1.3516672,0.93205535,0.8420308,-1.3821118,2.6540678,0.8474458,-2.6469817,3.0015433,-1.2351311,0.5418515,-1.6499859,3.385985,-1.9199519,-0.27894938,2.2436974,-0.008724176,2.3699713,4.254807,0.4468959,3.6715279,-0.1033659,-1.3289464,0.09074815,-0.7303051,-1.374549,0.3701126,0.40335846,-1.9117168,-0.26500535,-2.271805,0.63408065,-0.65346515,-2.4096816,-1.2758226,-3.235698,0.42466715,0.4943033,0.07273158,-1.4966792,4.5748787,-1.6455544,0.6227229,0.97850114,-0.9923833,-3.963066,-0.55367523,1.5728893,3.3003366,1
11,9,-0.97971773,-0.37227395,1.9236398,-1.2261276,0.6847657,-0.46015194,1.5147694,-0.67601955,0.66443056,-1.727341,-3.6375947,-1.3916361,0.06087461,-0.19809909,-0.22769828,0.4326255,-2.7422693,-0.9853575,0.5516898,0.9751606,-0.80832165,1.3798435,-1.4281018,0.73320395,2.3824759,-1.3661205,0.58464533,1.0015495,-4.0357666,0.2660501,0.97413486,0.008132774,0.502139,0.45621487,-1.6282287,1.0456256,0.21246229,-0.7098586,0.71952355,-1.7259814,-0.8983391,0.6861473,-1.6995921,2.2369912,-0.10363616,0.57036275,-0.11045827,1.8106688,2.856987,-1.3501803,-0.5678501,0.25316414,-0.002631366,0.57052445,2.3931043,1.137721,-1.4193056,-3.0011287,-0.45139197,-0.37622792,1.5785836,-1.8611094,1.1350151,-0.9527535,0
12,31,1.8821983,1.5142878,-2.721479,-3.0517037,-1.0034856,0.2424938,-1.3645726,-4.0140815,-0.9418158,-0.26540273,3.4204707,-0.82588166,-3.372967,-2.4884791,0.56100416,0.65680504,2.0127754,1.8252852,0.46998316,-2.5797179,1.7521034,-0.9335669,-2.0859952,-3.4617677,-1.2024348,-0.65388954,-1.8654388,2.3828669,1.5277185,-0.5661033,-0.07654257,1.639948,1.3788451,0.7103452,0.20816796,-0.48122877,-1.4827194,-4.799433,-0.15248144,0.23789863,-0.2718009,3.0380354,2.0382795,-2.0407066,-3.2502193,-0.35485077,3.0352135,1.7629932,-2.2001011,-0.48730916,2.0049589,0.43885612,0.7949156,0.58423716,-2.2841613,-3.1411538,-1.6944838,3.3977344,-3.404741,0.86623484,-5.4895916,-3.509369,-0.1730025,2.9855008,0
13,12,-1.5096667,2.4141994,0.42318305,-0.42686385,0.56589353,4.680413,-1.8040779,1.273868,0.69160604,-1.3150575,2.992534,3.1368532,-1.3803802,-4.089473,1.3340448,3.312167,-3.6462083,-5.75029,-1.5737836,1.3741171,-2.9214795,-4.100646,-2.1314867,-2.5151296,4.2265573,1.4978224,1.9932749,0.40686494,0.007625407,2.0340216,3.058661,-0.109769195,1.8178724,-0.3813457,-1.9783084,5.5993223,-2.4800842,0.93408567,0.8365645,-0.26697403,3.0500422,2.9251943,-1.0439451,2.1380358,-0.40663785,-1.5975208,-2.9248214,-0.96342224,-2.2145047,4.6554065,-1.5868801,-2.0823894,-0.6460958,-1.5010486,-2.727122,-1.3694212,3.4463217,-0.97666544,-2.8590853,2.650359,4.505619,0.9140328,0.6730588,-1.2732562,0
14,30,0.21014293,-0.5372289,0.60224044,-0.6335625,0.33062768,-0.7027544,0.1044863,-0.06484377,-0.55527717,-0.76187813,-0.5196388,-0.7506571,0.6956171,-0.2812473,-0.14357024,0.37656352,-0.029278243,0.15790598,0.21107273,-0.6202944,-0.36327392,0.85357636,-0.011674899,0.15796319,-0.7343877,-0.5516116,-0.98847955,0.5059799,-1.7734447,-0.45072648,1.0218971,-0.007719384,0.80992293,-0.64786416,-0.4326031,-0.13095014,0.14525002,-1.176354,0.6922891,-0.63082355,0.087925985,-0.76503104,0.44512698,-0.016133096,-0.6137553,-0.059171367,0.016174225,0.08889749,-0.0039912206,-0.34220195,-0.15720028,0.06800918,-0.2802718,1.2455477,0.2533098,0.47565055,0.20394738,0.03822503,-0.23797068,0.29823324,-0.56742483,-0.34092873,0.14841124,0.06534481,0
15,18,0.587794,-0.5153864,0.29238614,-1.3855541,-0.89874667,0.14325534,0.25818646,-0.20630097,-0.36724445,-0.3536505,-0.7412884,-0.85114723,1.5238767,-0.32409137,0.28990206,-0.2655533,0.7946042,0.21012312,0.11745429,-1.2639753,-0.62219924,0.95289737,-0.43209836,-0.20591468,-1.4086766,-0.8879818,-1.5325423,1.401619,-1.4551483,0.07510177,0.86830163,0.59048593,0.46522513,-0.99528724,-0.94639707,-0.43314886,0.16802882,-1.2085967,-0.15692554,-0.56079423,0.16215825,0.0010371307,0.3983086,-0.25370634,-1.5269912,-0.05232036,0.6998188,-0.17954832,0.5120191,-0.81621295,0.06449338,0.075338006,-0.34773952,0.60829794,0.8439487,0.99736875,-0.29347456,0.28483433,-0.085897975,0.1993503,-1.1802349,-0.5516947,0.3019241,0.57665366,0
16,35,-5.6731186,-3.397033,-2.4870195,-0.19663198,0.31901494,1.6707083,-0.570093,3.0331945,1.7893336,0.92577225,4.446243,3.4266386,-3.3763852,0.75946045,-0.010084345,2.8861632,1.0567122,-1.8853285,-1.3104159,4.378725,4.717156,-6.0128493,3.8664753,1.0123243,-4.038917,2.5755582,2.5238433,0.5062053,3.5887873,-0.077007145,-2.7514298,-1.8717527,0.33704382,3.335311,0.9283286,2.674838,1.5245267,0.5369188,-0.65158594,4.640176,0.84682465,0.889026,0.13798895,-0.31427795,1.9876634,-3.2129385,-4.143969,1.0384848,0.7325202,0.07119183,-1.1028544,-2.4797091,-0.14541131,2.2629182,-1.3100961,-3.8351915,-2.023834,-1.9484304,1.1001322,1.0882353,-1.2310593,-0.16390356,-4.380283,-2.030425,0
17,26,-2.8976104,2.1345572,-1.998104,-0.9906392,3.7525008,5.543496,0.8761691,-0.4066284,1.885212,1.1770115,-0.56524646,1.9550154,-0.521439,1.024894,-1.0821576,2.1720107,-1.221045,0.136326,-2.5661726,3.112385,3.5621617,-2.4851158,2.5844297,3.2371838,1.5749506,1.7519408,6.718073,-0.04707347,3.8029447,0.43296942,-3.3737538,2.3472939,-2.712169,4.3332105,-1.445783,3.2555084,-2.6727834,0.4993687,-2.3803163,6.6095295,-1.0639709,0.030246627,1.2977096,-0.6374233,0.9613056,-2.6875196,-2.314299,3.338643,4.2518,0.8936005,2.5876222,0.13545625,-5.262262,-0.39201424,-0.398469,-0.753047,-5.037095,-1.264701,-0.23803586,0.18285589,1.5449477,-1.8767695,3.840844,-1.3335707,0
18,22,-2.1107976,0.66714585,-1.4891789,2.2468843,-0.7182802,1.3456376,-1.829853,1.3901658,0.6606583,-0.9022053,-0.20698245,-0.7889236,-0.013409565,-0.06615305,-0.62505573,0.11772692,5.7551913,-2.1793032,-0.19793938,3.4182458,2.160579,-3.725723,-1.0022087,3.6123734,0.2696814,1.9513338,-2.0702512,-1.0046724,3.0162501,-2.2400653,-7.150552,1.2914164,-4.3874555,2.0594757,-3.7537448,-1.4378904,3.0095088,0.65102565,0.28202763,1.2936924,2.8141694,2.0115569,-5.108781,-2.9055579,2.8760867,-2.837038,-0.8421154,5.4261017,-1.9990201,1.2717597,-0.3090264,-4.3846984,2.1841807,-5.981276,4.2345915,-4.4283953,-1.8503156,-4.0475273,-3.6080153,1.1257495,3.6408458,0.35792246,1.8357153,-0.64612836,0
19,2,3.1200333,1.877431,2.34008,0.94172245,6.484846,2.2848144,2.062943,3.828427,-0.8178277,0.3834764,0.19058847,0.7774224,0.3532987,2.2532482,-5.9276524,-2.3054883,-1.0315557,0.8412452,-1.7407851,4.9275274,0.44110715,-0.91439694,0.24673851,-1.303935,1.7662404,1.2466542,-3.6280992,-0.5147191,0.4648811,3.1414855,-2.2596874,0.89727694,-5.459909,0.048027962,3.8026736,1.4701644,0.7331263,3.2010455,3.1759627,4.8969316,-0.811758,0.017793784,1.2125912,-1.8250295,3.9819186,-0.1697409,-6.0379624,2.1077228,-0.39268255,-0.032606315,1.8291676,1.1672058,-1.2176305,-0.6571569,-3.5946276,-4.4659414,3.1812131,-2.6705608,0.7412182,-0.14591807,-1.1227455,2.1837075,-3.4850197,0.2471939,0
20,7,3.1501145,-4.823621,-2.7372222,-3.2175188,3.1285465,4.46621,0.984565,-1.035303,1.7820731,6.5611134,4.0365024,1.1904204,-0.36505035,1.731401,5.518965,-3.5730429,-0.74864596,-1.8192736,-2.2079532,-3.4384015,-2.096466,-4.808944,-3.744805,0.58159834,-0.53929365,1.3124653,2.4694374,-1.4584382,1.227906,-4.872118,-0.84157723,3.978033,0.5949265,0.9953722,1.8895699,-2.965663,2.0922494,-3.8665187,4.598962,3.9162974,-0.8846916,-4.7450995,-0.7266161,-1.922619,-0.61503905,0.3716648,-1.233674,-2.8487463,-1.3996137,-1.2079915,-0.5235101,-2.5271313,-2.419363,-3.5358162,1.999122,3.1979444,-1.6046132,2.0745313,1.8967508,1.4939888,0.94137007,2.1321511,0.050256744,-2.5083065,0
21,28,-4.009546,-0.03873334,1.5264598,3.5228953,-0.37376484,2.7950916,-0.23331554,2.5494113,4.9685965,3.2916267,1.49031,3.0825033,-6.2305613,2.828628,0.8345936,-5.719416,-0.7278527,-3.6090748,0.7831807,3.927422,-0.20730641,1.8313832,-0.28776443,-0.33068752,-1.1031388,-0.08405252,4.9115973,2.7391543,2.3612113,2.824592,-1.2902604,3.3695052,-4.4679384,7.5740867,-0.33988813,2.6884599,-2.807351,0.39020944,-0.8568541,0.04775832,-0.013462741,1.1499965,-2.2464967,-4.8309464,4.737157,-1.2299777,2.3383253,0.8190563,3.463614,1.6106288,0.23415308,-0.7387646,1.2587171,-2.060969,-0.35511115,-1.6535732,3.7819545,-4.0333543,0.6919413,-1.6809021,1.5166267,-4.574933,-4.9609547,-1.5911984,1
22,10,0.02649912,2.9314494,1.2875308,2.9975364,1.2774951,-1.736466,-2.4647844,-1.258373,-3.4709792,5.3775864,2.6059258,-0.08534056,-0.5465451,2.3058827,-2.1106007,0.545799,-1.0706941,-2.9870183,2.3886926,1.4738115,-0.7139836,-2.5986543,2.4833293,2.7529383,2.3190155,0.09091349,-0.42757905,-2.1950393,3.9342105,2.4156666,-1.6223987,0.4678676,-3.3382936,1.9947158,1.2758378,3.984688,0.6869949,3.577916,1.0098386,3.94151,-2.069485,-2.5713816,-2.8219123,5.0312138,-3.6586213,-0.11848584,-0.39384925,-0.49704194,2.7697885,0.5490532,-1.2891798,-4.108713,-0.13908462,0.73878664,1.2494653,-3.121879,-2.4118977,-5.028113,-1.5647854,-2.519228,1.2616072,2.5616982,-3.917921,4.6178703,0
23,19,2.6598184,-2.3079667,-3.8187919,3.408847,-1.9069762,0.71533275,0.54710525,-0.4689238,-1.0656103,1.867417,-2.572534,2.6146634,1.936179,2.6316779,-0.65892595,2.6242735,0.17516756,2.3687897,-2.1586866,0.49800122,-4.122346,1.7147676,0.37557757,-3.0028565,-5.5905614,-3.8736088,0.065693565,4.127,4.4917083,2.471185,0.11280266,-0.004023198,2.0030954,-0.79659355,-1.5724928,4.552872,2.1149035,-3.633982,1.0500485,3.145253,4.233142,-3.6262631,-0.1662874,0.69739616,2.5638576,3.7732747,-0.016665297,2.0900145,1.634011,3.0724552,6.532972,-1.9791306,-0.18296455,2.8419316,2.3767428,-1.4147207,-1.6890304,3.4827108,0.96979815,2.5146067,5.09697,-2.7467983,-1.4726169,0.19076544,0
24,36,1.2325096,2.3178303,0.5096825,5.7165284,1.805479,-0.8140478,0.52619934,2.0495203,-2.3578868,2.680526,-0.087044746,-2.103448,-6.3580956,-2.5527258,-4.283298,1.8346323,-6.40496,-2.5835147,4.3213325,3.875958,2.526172,0.36542886,-1.4716579,0.84668845,1.220194,-1.5894918,7.797323,-2.924944,2.7085125,-4.333759,-3.7952704,0.7266404,1.8496175,2.2677848,3.431591,3.264922,4.346992,2.264506,-1.8332771,1.5118319,-2.364978,2.1759694,0.9985533,-0.092081375,0.55807567,1.1782246,1.281052,2.3292077,-0.052854974,-0.17859654,4.738776,-2.6542354,1.1038735,-1.1201408,2.0564473,-2.893298,-2.3687217,-2.4348404,0.7040661,3.8101056,-2.871072,2.4044578,-1.226777,-1.9099392,0
25,41,1.0587311,1.2266196,5.078189,-2.7791286,2.4578872,0.03713316,4.100304,-0.3278942,4.991965,0.26197776,-0.8619249,-3.0728173,0.95219624,-1.8087078,2.3128695,3.2222126,0.7051026,0.97655725,2.3798342,6.669259,0.42813337,-2.7538426,5.237648,-1.9777559,0.5435301,2.2944639,1.3860276,-2.5798898,-1.4943851,-0.822171,0.61088985,2.5226305,0.3963837,-1.2305217,-0.019074146,-1.6097748,-3.1864922,-2.02579,-3.1517878,-1.1152108,1.4756666,-0.85947764,-3.4675336,2.4425547,3.5943615,-1.3511863,0.32163966,-4.266124,-0.10945645,3.9024813,0.83271873,2.314309,-2.3000414,4.9065156,3.5360806,-1.3713474,-1.485327,-0.05997688,-0.29147446,-1.2769928,1.4936551,1.6236634,-2.9460306,-2.6366427,1
26,21,-1.4144007,-1.4042683,-2.7775018,-2.6483693,0.3753183,1.5678726,-5.7436004,4.374727,-1.2374105,0.53199416,-4.3720436,2.016789,-4.7607365,-3.0291064,1.3430046,-0.5966262,0.17154181,-5.8478413,1.5520879,4.6457105,4.818704,2.14486,0.26839554,0.76441115,1.1294752,3.8769693,4.745788,-2.7693634,6.9400234,2.2774208,-1.5283583,2.4227154,-6.563683,0.42065772,1.4853482,2.6871088,-1.3408463,-1.7162398,-0.41893396,2.1783628,4.3436136,-0.7708238,-4.452405,0.89875025,2.1240373,2.9257596,-4.523293,3.0607507,-0.18158449,0.6353026,1.3726981,4.098112,0.3375144,-2.2795908,-1.1707273,1.3879381,-2.8283298,-0.19874057,4.3213477,0.34752417,-1.7359129,2.4923549,-0.12742908,4.432861,1
27,15,-0.8813369,-0.9239335,-1.5704896,5.579733,-0.5587225,2.5585122,0.02498316,0.40408966,5.5364203,1.5285524,-5.523144,3.1513484,-4.1834035,2.2310905,0.5419127,3.529938,-3.1299005,2.2916114,-4.0336237,2.098164,0.1398264,0.48418638,-0.5855592,5.023661,2.1341388,4.056015,-1.4363878,-1.5411556,4.5862465,0.93844855,0.36195812,6.298385,-5.6881766,1.5571313,2.293153,-1.3675328,-0.9545139,-0.5428214,-1.0710875,-2.815785,0.009454315,1.2694033,-1.3989127,1.7696226,-2.2683213,-2.6501763,-1.8021439,0.5682516,0.87490225,-0.08680439,-0.50643796,-3.6608157,0.6447808,2.502786,-4.8813224,-5.345633,-1.9685011,-4.6644773,1.8302515,7.3381896,-2.3819716,2.676765,-0.9642588,-3.2830734,0
28,25,-3.2352622,-2.6981075,-3.8596723,2.3320663,7.434456,4.94326,0.1532324,-1.0797929,4.0277724,4.6235447,-1.1195716,-1.3320879,-3.8022082,-3.2729495,-1.4415283,0.27897388,0.12207226,-0.09648141,0.16813429,1.6168951,-1.7912059,-0.7619445,5.56228,2.603148,-1.6629308,-2.1404533,5.9866443,0.738228,4.584276,2.121788,-2.9742765,-1.7529544,-2.0458221,-2.0458913,-1.7223312,3.4598265,-1.9475354,2.9553928,-2.2261195,1.3082267,6.2410617,0.45877883,-2.6251857,0.3994603,-1.3113841,-1.7865038,-0.27216205,5.490811,-0.8298592,0.21503319,-2.0586445,-2.0776558,0.46654934,-3.4385664,-0.5465804,-3.5105023,2.8302822,-0.8403106,5.412026,-3.0195053,-2.6350698,6.3759174,-0.6146215,-0.29657328,1
29,32,-2.4067752,1.4545592,1.1801913,4.072748,-1.2889154,1.6178945,0.72354954,1.0885117,7.3014693,3.1138134,-2.917659,2.6784225,-0.07342441,-1.8141065,-1.7566783,3.837486,2.2993617,0.17615214,-2.5827317,1.3933022,2.1319308,-1.9047332,0.4228934,1.713862,-0.90528977,4.8491473,3.3689582,-6.2287436,2.1563776,-2.041138,-4.528263,-4.3721714,-5.286536,7.4988704,3.3445733,5.2380266,-3.239045,-1.5199585,-1.7652992,2.1633132,0.5141868,-0.33641237,-3.7797122,-1.3357782,-3.8231213,1.8793609,-1.8082961,-2.472711,-0.4210084,-3.7057526,4.756345,2.0158918,-2.520464,-5.2879276,-0.97862804,-3.4282546,4.408706,2.4343977,-1.057234,-0.7577538,1.5564272,3.0290926,-1.0630533,4.186315,0
30,20,0.43365288,-3.2758462,-1.6718727,-0.33452803,-5.2455187,-0.631194,-1.3991315,0.6693621,3.2173972,-1.7888188,-2.7668164,2.1235998,-0.6042341,-5.369635,-2.580228,-5.2299714,-0.47081757,-5.781916,-1.7313442,-2.8776371,-2.4632223,-6.6343274,4.6861873,2.482735,-0.6891019,-1.1862873,3.2407885,-0.63188475,-4.35283,-1.3410692,-3.5266628,3.576744,0.6576027,-2.5026891,-1.195065,-3.310228,-4.043514,1.9509144,-0.33847886,5.5585823,-3.6391695,-0.3410765,5.3305764,-0.06006937,-1.5100908,-2.7022889,-0.16971183,3.5373776,-1.4673752,2.1219177,1.7346859,2.5960288,-1.6524658,-3.005356,2.0982778,1.3688265,1.8491998,-1.7113186,1.155093,2.078029,-2.3260415,-2.4014657,-4.274082,-0.30226424,0
31,39,3.3896384,-0.28276342,5.935536,5.721347,-2.7091515,-3.8998523,-3.6560712,3.4311981,-1.568145,0.41451833,3.6224282,0.5817536,-4.6945343,-0.60010767,-1.1219829,4.6733875,-0.37700066,1.2408943,-1.9428046,5.752168,-0.84125704,-2.4858634,1.4153614,-3.4504745,2.9668987,-3.8024604,3.337977,-1.5943633,3.109683,0.6977424,-3.8511977,0.9865529,-0.521898,4.720475,-1.4395083,-0.9213428,-0.8299177,-1.4638798,2.354223,3.1758604,-3.8342252,-0.67068076,-4.4819026,0.25870797,0.7037833,-3.46173,-3.7002554,3.541441,-2.2440486,-3.86127,2.4130435,1.7596096,-0.6008822,0.38774905,-3.0815463,-0.58402,1.604193,-1.9765519,6.3718214,-1.7859254,-0.92390454,1.6077814,3.257243,-3.5057933,1
32,33,-0.39974776,0.5367711,-0.28686506,4.019388,-1.585479,7.9618535,-3.4166582,4.449936,-4.319952,-0.69654334,3.621943,3.3333747,0.8721657,-0.45780227,0.7901669,0.018633226,-0.14597781,-1.0630485,-1.6426684,1.3410422,0.65557206,2.3647892,-1.6253778,1.8513763,-4.993035,1.1697596,-1.173876,-0.08250236,0.30072525,-7.932759,-1.6765008,1.4291183,0.14969714,4.742556,-0.12247255,-0.595002,-8.483218,4.5834227,-0.9830686,1.2775463,-0.3134496,-2.8632069,3.6951919,-1.7151973,-2.7643383,3.4442334,-0.07028766,-0.060576364,-2.342104,5.453868,-3.107827,1.5573144,0.29296538,6.1017866,3.6952896,0.051448096,-0.5326935,2.352441,2.666278,-1.1860653,0.02612693,0.899309,2.7414403,0.21857794,1
